index,x,y,z,maintype,celltype,leiden
x2_35_0_bc0321,-0.4020554,-3.0284095,-1.6930646,Excitatory,ExcL23,7
x2_35_0_bc0322,0.71104264,2.4452636,-1.2252736,Excitatory,ExcL6,5
x2_35_0_bc0323,0.42693573,2.6600816,-1.6094207,Excitatory,ExcL6,5
x2_35_0_bc0324,-1.5233196,2.7656229,-2.2900026,Excitatory,ExcL6,5
x2_35_0_bc0325,2.0670853,0.60434586,-1.3198823,Excitatory,ExcL5_3,9
x2_35_0_bc0326,0.6302258,-1.9890177,0.18255599,Excitatory,ExcL5_1,8
x2_35_0_bc0327,-1.3333204,2.7739673,-2.2551522,Excitatory,ExcL6,5
x2_35_0_bc0328,-1.2885963,-3.1765566,-1.0703502,Excitatory,ExcL23,7
x2_35_0_bc0329,2.2521737,0.34937152,-1.8221928,Excitatory,ExcL5_3,9
x2_35_0_bc0330,-1.6313919,-3.022138,-0.026334435,Excitatory,ExcL23,7
x2_35_0_bc0331,2.451518,-1.4913905,-1.5045578,Excitatory,ExcL5_1,9
x2_35_0_bc0332,-1.01441,2.577369,-3.0264456,Excitatory,ExcL6,5
x2_35_0_bc0333,1.4994568,-0.99192655,-2.3170261,nan,nan,3
x2_35_0_bc0334,0.7674175,-1.4335076,0.72468245,Excitatory,ExcL5_1,8
x2_35_0_bc0335,0.050740156,-1.996864,0.37015617,Excitatory,ExcL5_1,8
x2_35_0_bc0336,-1.1440469,-3.5877829,-1.6537912,Excitatory,ExcL23,7
x2_35_0_bc0337,-1.1027935,-3.4392602,-1.2347225,Excitatory,ExcL23,7
x2_35_0_bc0338,-1.261419,-2.5489404,-1.6826162,Excitatory,ExcL23,7
x2_35_0_bc0339,-0.5303717,2.7673414,-1.8831059,Excitatory,ExcL6,5
x2_35_0_bc0340,-1.0896945,-3.6740005,-1.3385046,Excitatory,ExcL23,7
x2_35_0_bc0341,2.107806,0.79850686,-1.5026265,Excitatory,ExcL5_3,9
x2_35_0_bc0342,1.9183248,-0.91794884,-1.9494537,Excitatory,ExcL4,3
x2_35_0_bc0343,2.5467439,-0.31754813,-1.9788172,Excitatory,ExcL5_3,9
x2_35_0_bc0344,-0.37553045,2.3447733,-3.0574644,Excitatory,ExcL6,5
x2_35_0_bc0345,0.009230459,2.4254663,-1.9412727,Excitatory,ExcL6,5
x2_35_0_bc0346,-0.5434586,2.3922045,-1.8103628,Excitatory,ExcL6,5
x2_35_0_bc0347,-0.8549305,-3.2653651,-1.1353062,Excitatory,ExcL23,7
x2_35_0_bc0348,1.8578657,-2.061303,-2.8584406,Excitatory,ExcL4,3
x2_35_0_bc0349,0.6948239,-1.8087882,1.1278108,Excitatory,ExcL5_1,8
x2_35_0_bc0350,-0.7460401,2.4106126,-2.1406,Excitatory,ExcL6,5
x2_35_0_bc0351,0.20281836,-2.7149088,-2.1506948,Excitatory,ExcL23,3
x2_35_0_bc0352,0.61272335,-1.3977605,0.59859645,Excitatory,ExcL5_1,8
x2_35_0_bc0353,-0.9554321,2.8392036,0.23541538,nan,nan,25
x2_35_0_bc0354,0.04976268,-1.7996876,0.46961758,Excitatory,ExcL5_1,8
x2_35_0_bc0355,1.6896544,-2.7199283,-0.7913019,Excitatory,ExcL5_1,3
x2_35_0_bc0356,2.0051296,-3.123185,-2.5203545,Excitatory,ExcL4,3
x2_35_0_bc0357,-1.7327708,-3.1973858,-0.80887604,Excitatory,ExcL23,7
x2_35_0_bc0358,0.80299056,-2.4567537,7.1303163,nan,nan,24
x2_35_0_bc0359,2.3648326,-1.5356327,-2.1864378,Excitatory,ExcL4,3
x2_35_0_bc0360,2.3792255,-1.500616,-1.7500534,Excitatory,ExcL4,3
x2_35_0_bc0361,0.9369448,2.4667442,0.03236734,Excitatory,Sub,23
x2_35_0_bc0362,1.795075,-2.0786662,-2.0888462,Excitatory,ExcL4,3
x2_35_0_bc0363,-1.6994286,-3.3446062,-0.8948382,Excitatory,ExcL23,7
x2_35_0_bc0364,0.7826107,-2.7042916,-2.0559518,Excitatory,ExcL23,3
x2_35_0_bc0365,2.0693364,0.51376843,-1.8726258,Excitatory,ExcL5_3,9
x2_35_0_bc0366,-1.5490035,2.565933,-2.5368595,Excitatory,ExcL6,5
x2_35_0_bc0367,-0.20868795,-2.8158052,-1.6263982,Excitatory,ExcL23,7
x2_35_0_bc0368,2.1650608,1.0051296,-1.8210796,Excitatory,ExcL5_3,9
x2_35_0_bc0369,1.1949575,4.2324686,-1.0724515,nan,nan,14
x2_35_0_bc0370,0.5623574,-2.1064572,0.9155888,Excitatory,ExcL5_1,8
x2_35_0_bc0371,-1.6942657,-3.291055,-0.31872413,Excitatory,ExcL23,7
x2_35_0_bc0372,-1.7973636,-2.626891,-0.5480357,Excitatory,ExcL23,7
x2_35_0_bc0373,1.8242425,-2.072504,-2.2991142,Excitatory,ExcL4,3
x2_35_0_bc0374,0.0415381,2.356528,-2.9663653,nan,nan,5
x2_35_0_bc0375,-1.0571725,-3.3188152,-0.94867474,Excitatory,ExcL23,7
x2_35_0_bc0376,-0.42493293,2.335962,-2.4763644,Excitatory,ExcL6,5
x2_35_0_bc0377,-1.6695561,-3.2002506,-0.99661005,Excitatory,ExcL23,7
x2_35_0_bc0378,1.2290391,5.6171846,-1.6178541,Interneurons,Int_Pv,14
x2_35_0_bc0379,-1.1538963,2.3036208,-1.9659375,Excitatory,ExcL6,5
x2_35_0_bc0380,1.6391181,-0.68572384,-0.4953647,Excitatory,ExcL5_3,9
x2_35_0_bc0381,-0.7443752,2.385294,-2.0003967,Excitatory,ExcL6,5
x2_35_0_bc0382,1.394781,-2.974892,0.69874734,Excitatory,ExcL5_1,8
x2_35_0_bc0383,-1.0417885,3.1310675,0.20167707,nan,nan,25
x2_35_0_bc0384,2.7260396,-3.8078675,6.263703,nan,nan,12
x2_35_0_bc0385,2.2793684,-1.2818321,-2.0026934,Excitatory,ExcL4,3
x2_35_0_bc0386,-1.7322552,2.7849252,-2.8258998,Excitatory,ExcL6,5
x2_35_0_bc0387,2.364531,-1.725352,-2.3842723,nan,nan,3
x2_35_0_bc0388,2.396137,6.113875,-1.2390385,Interneurons,Int_Npy,14
x2_35_0_bc0389,1.1706191,-3.1359437,0.105240025,Excitatory,ExcL5_1,8
x2_35_0_bc0390,-0.16124122,2.4667807,-1.654079,nan,nan,5
x2_35_0_bc0391,0.8307582,-0.12749256,-2.1708508,Excitatory,ExcL5_3,9
x2_35_0_bc0392,2.331055,-0.7511991,-2.1906729,Excitatory,ExcL4,3
x2_35_0_bc0393,1.5612075,6.1441727,-0.39620483,Interneurons,Int_Sst_2,14
x2_35_0_bc0394,1.2990854,-2.8597696,0.28834617,Excitatory,ExcL5_1,8
x2_35_0_bc0395,-1.9955572,-3.1590543,-0.60174006,Excitatory,ExcL23,7
x2_35_0_bc0396,0.35899898,-1.2338194,0.53988326,Excitatory,ExcL5_1,8
x2_35_0_bc0397,2.3830612,-5.1270146,7.0342755,Oligodendrocytes,Olig_1,12
x2_35_0_bc0398,-0.5745291,-3.2311954,-1.6903715,Excitatory,ExcL23,7
x2_35_0_bc0399,0.40113062,-1.4585112,0.52424175,Excitatory,ExcL5_1,8
x2_35_0_bc0400,1.5561908,-1.9832339,-0.5931605,Excitatory,ExcL5_1,8
x2_35_0_bc0401,-1.1622909,-3.05458,-1.0624661,Excitatory,ExcL23,7
x2_35_0_bc0402,2.2765741,-2.2645059,-2.348214,Excitatory,ExcL4,3
x2_35_0_bc0403,0.8739478,-2.0840917,-0.49153617,Excitatory,ExcL5_1,8
x2_35_0_bc0404,-0.41874343,-3.0539296,-1.2672414,Excitatory,ExcL23,7
x2_35_0_bc0405,-1.7082119,-3.095115,-0.82181185,Excitatory,ExcL23,7
x2_35_0_bc0406,2.0665524,-2.1123807,-1.9250371,Excitatory,ExcL4,3
x2_35_0_bc0407,-0.84066904,-3.661097,-1.7062013,Excitatory,ExcL23,7
x2_35_0_bc0408,-1.2362255,2.6252646,-3.2331157,Excitatory,ExcL6,5
x2_35_0_bc0409,2.1273692,0.5498325,-1.8624017,Excitatory,ExcL5_3,9
x2_35_0_bc0410,1.9511051,-2.9614413,-1.6800269,Excitatory,ExcL4,3
x2_35_0_bc0411,1.0557812,5.227861,-1.3223113,Interneurons,Int_Pv,14
x2_35_0_bc0412,3.9806657,-4.8445287,5.728545,Oligodendrocytes,Olig_6,12
x2_35_0_bc0413,-1.6933175,-3.3922503,-0.027301213,Excitatory,ExcL23,7
x2_35_0_bc0414,1.4108708,5.690767,-1.5591009,Interneurons,Int_Pv,14
x2_35_0_bc0415,-1.538819,2.4377675,-3.1039479,Excitatory,ExcL6,5
x2_35_0_bc0416,-1.2207416,-3.3322766,-1.1131184,Excitatory,ExcL23,7
x2_35_0_bc0417,-0.5783777,-3.185725,-1.4526421,Excitatory,ExcL23,7
x2_35_0_bc0418,0.9287274,-2.7839658,7.261201,nan,nan,24
x2_35_0_bc0419,-1.565758,-2.927589,-0.2591463,Excitatory,ExcL23,7
x2_35_0_bc0420,1.3983413,-2.5252926,-2.2513955,Excitatory,ExcL4,3
x2_35_0_bc0421,2.2885263,6.2018986,-1.2613708,Interneurons,Int_Npy,14
x2_35_0_bc0422,-1.3337673,-3.012246,-1.3310549,Excitatory,ExcL23,7
x2_35_0_bc0423,0.07394833,2.4068522,-1.9173641,Excitatory,ExcL6,5
x2_35_0_bc0424,-0.294286,-3.013938,-1.6207517,Excitatory,ExcL23,7
x2_35_0_bc0425,-0.89996505,2.432255,-3.4097457,Excitatory,ExcL6,5
x2_35_0_bc0426,1.9785038,0.72232974,-1.5511957,Excitatory,ExcL5_3,9
x2_35_0_bc0427,0.014341826,-1.9778904,0.40667284,Excitatory,ExcL5_1,8
x2_35_0_bc0428,-0.01975545,2.575603,-1.9346628,Excitatory,ExcL6,5
x2_35_0_bc0429,1.2124218,-1.6966074,0.35543323,Excitatory,ExcL5_1,8
x2_35_0_bc0430,3.7287478,-4.857268,6.0192285,Oligodendrocytes,Olig_6,12
x2_35_0_bc0431,0.061380632,-3.05407,-2.0509002,nan,nan,7
x2_35_0_bc0432,-1.5696979,-3.1518667,-1.4493978,Excitatory,ExcL23,7
x2_35_0_bc0433,-0.6577674,2.7263582,-3.148858,Excitatory,ExcL6,5
x2_35_0_bc0434,-0.4233867,2.9263163,-2.3532634,Excitatory,ExcL6,5
x2_35_0_bc0435,1.2600914,5.512871,-1.3786833,Interneurons,Int_Pv,14
x2_35_0_bc0436,0.648556,-2.046492,0.50389874,Excitatory,ExcL5_1,8
x2_35_0_bc0437,-1.6069075,-3.9549336,-1.1099654,Excitatory,ExcL23,7
x2_35_0_bc0438,1.98639,-2.5091662,-1.9241571,Excitatory,ExcL4,3
x2_35_0_bc0439,0.7658517,-1.6320654,0.9798437,Excitatory,ExcL5_1,8
x2_35_0_bc0440,0.968403,-2.6941373,-2.1141496,Excitatory,ExcL23,3
x2_35_0_bc0441,2.457238,-1.3210778,-1.1274655,Excitatory,ExcL5_1,9
x2_35_0_bc0442,0.25553304,-1.3315002,0.9270482,Excitatory,ExcL5_1,8
x2_35_0_bc0443,1.9211332,0.7839879,-1.5698256,Excitatory,ExcL5_3,9
x2_35_0_bc0444,-0.032660995,2.4016764,-2.0936475,Excitatory,ExcL6,5
x2_35_0_bc0445,2.3810859,6.0611043,-1.206296,Interneurons,Int_Npy,14
x2_35_0_bc0446,2.3658316,-1.6242286,-2.013645,Excitatory,ExcL4,3
x2_35_0_bc0447,-1.55926,2.6104345,-2.9800754,Excitatory,ExcL6,5
x2_35_0_bc0448,1.6511278,5.7261233,-0.16375253,Interneurons,Int_Sst_2,14
x2_35_0_bc0449,1.7042284,5.6692147,-0.009802431,Interneurons,Int_Sst_2,14
x2_35_0_bc0450,-1.2458183,4.862376,0.82934415,nan,nan,25
x2_35_0_bc0451,-0.26588777,2.840034,-2.796249,Excitatory,ExcL6,5
x2_35_0_bc0452,4.1759806,-4.8384967,5.7944074,Oligodendrocytes,Olig_6,12
x2_35_0_bc0453,1.2045327,-2.680999,-2.1665518,Excitatory,ExcL4,3
x2_35_0_bc0454,-0.8692391,2.6082003,-1.8676143,Excitatory,ExcL6,5
x2_35_0_bc0455,-1.5384704,2.351409,-3.3102455,Excitatory,ExcL6,5
x2_35_0_bc0456,1.7562567,-2.1751275,-2.2332923,Excitatory,ExcL4,3
x2_35_0_bc0457,1.6060884,-2.6456144,-1.805619,Excitatory,ExcL4,3
x2_35_0_bc0458,-0.13714829,2.5843601,-2.8324049,Excitatory,ExcL6,5
x2_35_0_bc0459,0.27704796,11.383603,3.0857375,nan,nan,1
x2_35_0_bc0460,1.76358,0.09683865,-2.356054,Excitatory,ExcL5_3,9
x2_35_0_bc0461,1.3210886,5.564486,-1.0980809,Interneurons,Int_Sst_1,14
x2_35_0_bc0462,-0.46587923,2.7179995,-2.851784,Excitatory,ExcL6,5
x2_35_0_bc0463,0.17932338,-1.1615396,0.4075105,Excitatory,ExcL5_1,8
x2_35_0_bc0464,3.3343642,1.6620011,1.5753707,nan,nan,20
x2_35_0_bc0465,-2.0173464,2.23569,-2.968473,Excitatory,ExcL6,5
x2_35_0_bc0466,0.86717504,-2.120413,0.27310354,Excitatory,ExcL5_1,8
x2_35_0_bc0467,1.1846104,0.8663691,-1.4285231,Excitatory,ExcL5_3,9
x2_35_0_bc0468,-1.876186,-2.7752566,-0.38517585,Excitatory,ExcL23,7
x2_35_0_bc0469,1.5586314,-2.4743514,-1.3816679,Excitatory,ExcL4,3
x2_35_0_bc0470,1.7698364,0.011563983,-1.3318769,Excitatory,ExcL5_3,9
x2_35_0_bc0471,1.3614247,-0.20026347,-1.4977392,Excitatory,ExcL5_2,9
x2_35_0_bc0472,-0.31105185,2.8205526,-1.7541165,Excitatory,ExcL6,5
x2_35_0_bc0473,0.5939129,-2.1743479,1.1196556,Excitatory,ExcL5_1,8
x2_35_0_bc0474,2.237152,-0.05797831,-1.7565858,Excitatory,ExcL5_3,9
x2_35_0_bc0475,-0.931425,2.8802965,-2.1707604,Excitatory,ExcL6,5
x2_35_0_bc0476,-2.0443492,2.3498454,-2.9558494,Excitatory,ExcL6,5
x2_35_0_bc0477,2.280609,-0.84654206,-2.2529376,Excitatory,ExcL4,3
x2_35_0_bc0478,0.6315408,0.74700063,-1.824917,Excitatory,ExcL5_3,9
x2_35_0_bc0479,-0.76604867,-2.9575348,-1.5890602,Excitatory,ExcL23,7
x2_35_0_bc0480,1.999687,-2.1730142,-0.9071834,Excitatory,ExcL5_1,3
x2_35_0_bc0481,-0.98795867,2.6665437,-1.9462905,Excitatory,ExcL6,5
x2_35_0_bc0482,-1.3058178,-2.5560496,-1.3266066,Excitatory,ExcL23,7
x2_35_0_bc0483,0.26648065,2.6770015,-1.7238705,Excitatory,ExcL6,5
x2_35_0_bc0484,-2.001569,2.306998,-2.9826384,Excitatory,ExcL6,5
x2_35_0_bc0485,-1.156223,1.9786302,-2.3682015,Excitatory,ExcL6,5
x2_35_0_bc0486,1.7104739,0.8076827,-1.6037635,Excitatory,ExcL5_3,9
x2_35_0_bc0487,-0.07017664,-0.8372964,0.28653142,Excitatory,ExcL5_1,8
x2_35_0_bc0488,-0.64811176,-0.35084873,4.524596,nan,nan,24
x2_35_0_bc0489,2.0883536,-1.8705299,-2.447655,Excitatory,ExcL4,3
x2_35_0_bc0490,3.3527384,0.77943015,1.8456165,nan,nan,20
x2_35_0_bc0491,1.365888,5.767939,-1.0880002,Interneurons,Int_Pv,14
x2_35_0_bc0492,-1.1249439,-2.87029,-0.50912315,Excitatory,ExcL23,7
x2_35_0_bc0493,0.5258327,-1.631761,0.3761713,Excitatory,ExcL5_1,8
x2_35_0_bc0494,1.6006365,5.7477365,-0.7006275,Interneurons,Int_Sst_1,14
x2_35_0_bc0495,1.1725464,5.268408,-1.266514,Interneurons,Int_Pv,14
x2_35_0_bc0496,1.7763587,-5.5668063,6.9701552,Oligodendrocytes,Olig_1,12
x2_35_0_bc0497,1.78191,5.6510806,-0.17672798,Interneurons,Int_Sst_1,14
x2_35_0_bc0498,0.047502436,-1.9721742,1.0379201,Excitatory,ExcL5_1,8
x2_35_0_bc0499,1.2423283,5.592125,-1.5183659,Interneurons,Int_Pv,14
x2_35_0_bc0500,0.37304324,-1.8733028,0.9565914,Excitatory,ExcL5_1,8
x2_35_0_bc0501,-2.032395,-3.3563776,-0.34636256,Excitatory,ExcL23,7
x2_35_0_bc0502,-1.6587791,-3.0329795,-0.43865687,Excitatory,ExcL23,7
x2_35_0_bc0503,-0.8665547,2.4098692,-2.2159858,Excitatory,ExcL6,5
x2_35_0_bc0504,0.929733,-2.920634,0.120222405,Excitatory,ExcL5_1,8
x2_35_0_bc0505,-1.1978897,1.9143265,-1.9550128,Excitatory,ExcL6,5
x2_35_0_bc0506,1.9677489,0.7966569,-1.6038643,Excitatory,ExcL5_3,9
x2_35_0_bc0507,3.6664207,-5.238964,5.8574166,Oligodendrocytes,Olig_6,12
x2_35_0_bc0508,-1.9150888,2.2144506,-2.891407,Excitatory,ExcL6,5
x2_35_0_bc0509,-0.25049016,-1.6674117,0.32512835,Excitatory,ExcL5_1,8
x2_35_0_bc0510,-0.79555315,2.8096533,-2.826987,Excitatory,ExcL6,5
x2_35_0_bc0511,1.2772408,-2.7749135,0.52038103,Excitatory,ExcL5_1,8
x2_35_0_bc0512,1.4337381,-1.9302965,-0.98437047,nan,nan,3
x2_35_0_bc0513,-0.305656,2.473261,-1.8979722,Excitatory,ExcL6,5
x2_35_0_bc0514,2.1478655,0.6092169,-1.4077481,Excitatory,ExcL5_3,9
x2_35_0_bc0515,2.000481,0.48457238,-1.948984,Excitatory,ExcL5_3,9
x2_35_0_bc0516,1.7017273,-3.72891,10.461858,nan,nan,13
x2_35_0_bc0517,-0.9075475,2.5783405,-2.638362,Excitatory,ExcL6,5
x2_35_0_bc0518,0.08751163,-0.08361067,-1.536431,Excitatory,ExcL5_2,9
x2_35_0_bc0519,-0.8618586,-3.1259208,-1.1727349,Excitatory,ExcL23,7
x2_35_0_bc0520,2.8964005,-4.8313236,6.4389873,nan,nan,12
x2_35_0_bc0521,0.555306,0.44547188,-1.3407968,Excitatory,ExcL5_2,9
x2_35_0_bc0522,-1.3219029,-3.4981692,-0.8479368,Excitatory,ExcL23,7
x2_35_0_bc0523,-1.2906672,-2.6973917,-1.1021374,Excitatory,ExcL23,7
x2_35_0_bc0524,1.923788,-2.3423688,-2.3238084,Excitatory,ExcL4,3
x2_35_0_bc0525,0.09191436,-1.7494291,1.046877,Excitatory,ExcL5_1,8
x2_35_0_bc0526,-0.4249748,2.6936216,-1.7829791,Excitatory,ExcL6,5
x2_35_0_bc0527,0.7262338,-3.0945888,0.32374555,Excitatory,ExcL5_1,8
x2_35_0_bc0528,1.9263463,-1.8368186,-2.1430287,Excitatory,ExcL4,3
x2_35_0_bc0529,0.72898483,3.1194172,-1.2454382,nan,nan,5
x2_35_0_bc0530,1.1087133,-1.852789,0.18264326,Excitatory,ExcL5_1,8
x2_35_0_bc0531,-0.50185025,3.684312,4.3395596,nan,nan,4
x2_35_0_bc0532,0.5443155,-1.7911444,0.73911977,Excitatory,ExcL5_1,8
x2_35_0_bc0533,-1.422531,4.1003737,0.088664986,nan,nan,25
x2_35_0_bc0534,2.2747953,0.82503533,-1.860722,Excitatory,ExcL5_3,9
x2_35_0_bc0535,2.3611436,6.1278825,-1.3561957,Interneurons,Int_Npy,14
x2_35_0_bc0536,0.8865776,-2.0917761,1.1677812,Excitatory,ExcL5_1,8
x2_35_0_bc0537,1.8937327,0.9504502,-1.6955411,Excitatory,ExcL5_3,9
x2_35_0_bc0538,0.20234022,-1.6294383,0.58481133,Excitatory,ExcL5_1,8
x2_35_0_bc0539,1.7580059,5.694946,-0.60580915,Interneurons,Int_Sst_2,14
x2_35_0_bc0540,2.0593097,0.7999696,-1.9399116,Excitatory,ExcL5_3,9
x2_35_0_bc0541,1.8022931,5.6445293,-0.013390125,Interneurons,Int_Sst_2,14
x2_35_0_bc0542,-0.3697992,-3.2195392,-2.1305077,Excitatory,ExcL23,7
x2_35_0_bc0543,-1.762552,-3.2434807,-0.23212373,Excitatory,ExcL23,7
x2_35_0_bc0544,0.77743095,2.547309,-1.2457272,Excitatory,ExcL6,5
x2_35_0_bc0545,-0.61716574,2.7558546,-3.3800726,Excitatory,ExcL6,5
x2_35_0_bc0546,0.50529575,-0.9191231,-0.053247847,Excitatory,ExcL5_3,8
x2_35_0_bc0547,0.48779646,-1.901524,0.9215817,Excitatory,ExcL5_1,8
x2_35_0_bc0548,-1.9798669,2.3219912,-2.9003317,Excitatory,ExcL6,5
x2_35_0_bc0549,0.74514765,-2.0407844,1.0645527,nan,nan,8
x2_35_0_bc0550,1.8556641,0.45249707,-1.5144508,Excitatory,ExcL5_3,9
x2_35_0_bc0551,-0.22489046,-1.9572141,0.8623556,Excitatory,ExcL5_1,8
x2_35_0_bc0552,-2.9055636,2.6823013,5.1342287,nan,nan,27
x2_35_0_bc0553,2.362669,0.31945112,-1.5340049,Excitatory,ExcL5_3,9
x2_35_0_bc0554,-1.3548387,2.6521342,-3.214533,Excitatory,ExcL6,5
x2_35_0_bc0555,1.7858715,5.7604346,-0.26578614,Interneurons,Int_Sst_1,14
x2_35_0_bc0556,0.8070985,-1.5059975,0.6331461,Excitatory,ExcL5_1,8
x2_35_0_bc0557,2.5853095,-0.6055032,-1.4967765,Excitatory,ExcL5_3,9
x2_35_0_bc0558,-0.07272582,-2.9807603,-2.1472247,Excitatory,ExcL23,7
x2_35_0_bc0559,2.2167532,-1.2183315,-2.0276902,Excitatory,ExcL4,3
x2_35_0_bc0560,1.3312374,5.555677,-1.2781436,Interneurons,Int_Pv,14
x2_35_0_bc0561,1.5632552,-1.7321965,-0.6538803,Excitatory,ExcL5_1,8
x2_35_0_bc0562,3.3453615,1.0546659,1.8005675,nan,nan,20
x2_35_0_bc0563,2.178734,-1.7497239,-2.3516417,Excitatory,ExcL4,3
x2_35_0_bc0564,1.1210454,-2.986234,0.32666972,Excitatory,ExcL5_1,8
x2_35_0_bc0565,2.1418993,-1.4653451,-2.188468,Excitatory,ExcL4,3
x2_35_0_bc0566,2.1909373,-2.1028244,-2.4073741,Excitatory,ExcL4,3
x2_35_0_bc0567,0.98176676,0.5730734,-1.5336297,Excitatory,ExcL5_2,9
x2_35_0_bc0568,-1.2192211,1.7688239,-2.1036665,Excitatory,ExcL6,5
x2_35_0_bc0569,0.51641434,2.7062378,-1.5990226,Excitatory,ExcL6,5
x2_35_0_bc0570,2.1231406,-1.6516237,-2.4247444,Excitatory,ExcL4,3
x2_35_0_bc0571,1.4314477,-2.5033517,-2.2268138,Excitatory,ExcL4,3
x2_35_0_bc0572,-0.9921266,2.6149178,-2.4417074,Excitatory,ExcL6,5
x2_35_0_bc0573,-1.0045546,2.6448956,-2.358498,Excitatory,ExcL6,5
x2_35_0_bc0574,1.7581915,-2.2447257,-1.1912218,Excitatory,ExcL4,3
x2_35_0_bc0575,1.695448,0.09878713,-1.1553974,Excitatory,ExcL5_3,9
x2_35_0_bc0576,-0.021171568,2.0828054,-2.0102353,Excitatory,ExcL6,5
x2_35_0_bc0577,-1.3441002,2.7619941,-2.5573645,Excitatory,ExcL6,5
x2_35_0_bc0578,0.45291698,0.37658426,-1.1202785,Excitatory,ExcL5_2,9
x2_35_0_bc0579,1.3945198,-3.4200659,7.210984,nan,nan,12
x2_35_0_bc0580,-0.69265187,-3.032107,-2.078168,Excitatory,ExcL23,7
x2_35_0_bc0581,-0.7205966,2.5788498,-2.400487,Excitatory,ExcL6,5
x2_35_0_bc0582,1.9143192,-5.470268,7.158902,Oligodendrocytes,Olig_1,12
x2_35_0_bc0583,3.4997091,-4.5363927,6.7805686,Oligodendrocytes,Olig_6,12
x2_35_0_bc0584,0.6254786,-1.911163,1.1184964,Excitatory,ExcL5_1,8
x2_35_0_bc0585,-1.1636542,1.4790837,-2.521784,Excitatory,ExcL6,5
x2_35_0_bc0586,2.2503476,-1.500338,-2.054295,Excitatory,ExcL4,3
x2_35_0_bc0587,1.8832783,-1.4768625,-0.42555168,Excitatory,ExcL5_1,8
x2_35_0_bc0588,-1.0968237,2.6979842,-1.8904618,Excitatory,ExcL6,5
x2_35_0_bc0589,2.298304,5.095953,-0.45091388,Interneurons,Int_Cck,14
x2_35_0_bc0590,0.64208865,-1.6824551,1.0732197,Excitatory,ExcL5_1,8
x2_35_0_bc0591,-0.14265352,2.696084,-1.6702802,Excitatory,ExcL6,5
x2_35_0_bc0592,2.0643106,-0.6347611,-1.7410057,nan,nan,3
x2_35_0_bc0593,2.07744,-1.7685354,-2.4609346,Excitatory,ExcL4,3
x2_35_0_bc0594,1.5606959,-3.854117,10.323312,nan,nan,13
x2_35_0_bc0595,-0.673783,-2.7377493,-1.0036451,Excitatory,ExcL23,7
x2_35_0_bc0596,0.46818197,2.0983047,-1.2478007,Excitatory,ExcL6,5
x2_35_0_bc0597,-0.440172,-3.0240695,-1.888978,Excitatory,ExcL23,7
x2_35_0_bc0598,-1.4519458,2.6732397,-2.2511616,Excitatory,ExcL6,5
x2_35_0_bc0599,1.963192,-3.7144535,-2.7630033,Excitatory,ExcL4,3
x2_35_0_bc0600,0.9319252,-1.8762103,0.6344419,Excitatory,ExcL5_1,8
x2_35_0_bc0601,2.1988745,-5.5144997,6.7675014,Oligodendrocytes,Olig_1,12
x2_35_0_bc0602,-1.0184358,1.8281304,-3.5574658,Excitatory,ExcL6,5
x2_35_1_bc0410,2.7769501,0.9030097,1.7592558,nan,nan,20
x2_35_1_bc0411,1.9320079,-0.22874847,-3.7776306,Excitatory,ExcL5_3,9
x2_35_1_bc0412,0.85071987,0.21490593,-3.3058915,Excitatory,ExcL5_2,9
x2_35_1_bc0413,2.5727847,-1.1148471,-1.5307697,nan,nan,9
x2_35_1_bc0414,1.1387311,-3.4349716,-3.0022032,Excitatory,ExcL4,3
x2_35_1_bc0415,1.0895222,-3.6302364,10.196499,Oligodendrocytes,Olig_2,13
x2_35_1_bc0416,1.8549587,-4.583571,7.8593764,nan,nan,12
x2_35_1_bc0417,-0.20114876,2.6277654,-2.140481,Excitatory,ExcL6,5
x2_35_1_bc0418,1.392296,-4.344901,9.1435,nan,nan,13
x2_35_1_bc0419,0.3020273,-2.2236006,1.0920129,Excitatory,ExcL5_1,8
x2_35_1_bc0420,4.5661902,-4.2710667,5.895608,Oligodendrocytes,Olig_6,12
x2_35_1_bc0421,-0.21749985,-4.07326,-3.692855,Excitatory,ExcL23,7
x2_35_1_bc0422,1.6098304,0.15874256,-2.1825578,nan,nan,9
x2_35_1_bc0423,1.2817738,-4.728599,8.632972,Oligodendrocytes,Olig_1,12
x2_35_1_bc0424,0.6569463,-3.5534651,-2.9534013,Excitatory,ExcL4,3
x2_35_1_bc0425,0.9303765,-3.3000457,-3.8505518,Excitatory,ExcL4,3
x2_35_1_bc0426,0.47481754,2.5744462,-1.9438714,Excitatory,ExcL6,5
x2_35_1_bc0427,1.2389269,-4.6663895,8.820532,Oligodendrocytes,Olig_1,12
x2_35_1_bc0428,-0.21993305,-1.8753072,0.97041416,Excitatory,RSP,8
x2_35_1_bc0429,0.9383991,-3.311287,-1.5325112,Excitatory,ExcL5_1,8
x2_35_1_bc0430,1.6288213,-4.212785,9.626178,nan,nan,13
x2_35_1_bc0431,-3.699053,1.084581,2.4372764,nan,nan,6
x2_35_1_bc0432,1.1467073,2.364653,-0.11281465,Excitatory,Sub,23
x2_35_1_bc0433,1.505086,-3.6632507,10.465884,Oligodendrocytes,Olig_2,13
x2_35_1_bc0434,1.4841632,-2.2374685,11.455272,Oligodendrocytes,Olig_2,13
x2_35_1_bc0435,2.4939697,-5.609407,6.484642,Oligodendrocytes,Olig_6,12
